textID,text,sentiment,Time of Tweet,Age of User,Country,Population -2020,Land Area (Km²),Density (P/Km²),Cleaned_Review,Sentiment
1ea547383b,happy muthath`s day to all moms!!! i salute you!,positive,morning,46-60,Solomon Islands,686884.0,28000.0,25.0,happy muthaths day to all moms i salute you,Positive
6634c62acf,hahaha! alright  ..,positive,noon,60-70,Somalia,15893222.0,627340.0,25.0,hahaha alright  ,Positive
c7240790da, aren`t you suppossed to support the local economy ... lol ... good for you and congrats,positive,night,70-100,South Africa,59308690.0,1213090.0,49.0, arent you suppossed to support the local economy  lol  good for you and congrats,Positive
08ede23635, good to know   thanks,positive,morning,0-20,South Korea,51269185.0,97230.0,527.0, good to know   thanks,Positive
4e87dcff0e, what are you? flavor of the day?,neutral,noon,21-30,South Sudan,11193725.0,610952.0,18.0, what are you flavor of the day,Neutral
4b0b53bc98,weathers let me down this morning...ugh!...hada gd nite tho!,neutral,night,31-45,Spain,46754778.0,498800.0,94.0,weathers let me down this morningughhada gd nite tho,Negative
fd3a622954,just listened to condre scr and got an invitation to watch their live concert on june 20th in munich http://bit.ly/daxa0  #postrock,neutral,morning,46-60,Sri Lanka,21413249.0,62710.0,341.0,just listened to condre scr and got an invitation to watch their live concert on june th in munich   postrock,Positive
e34af4fd97," e.l.o.  wow, brings back so many happy memories.  love this band!..and yes, i know i`m showing my age but i don`t care",positive,noon,60-70,Sudan,43849260.0,1765048.0,25.0, elo  wow brings back so many happy memories  love this bandand yes i know im showing my age but i dont care,Positive
0e8aa10a4e, that`s a very cute picture ... but you don`t get fat from licking bbqs ... he must have found some chops on someone else`s ...,positive,night,70-100,Suriname,586632.0,156000.0,4.0, thats a very cute picture  but you dont get fat from licking bbqs  he must have found some chops on someone elses ,Positive
29148dc95c, oh i love sunday mornings like this - mum just made scrambled eggs on toast,positive,morning,0-20,Sweden,10099265.0,410340.0,25.0, oh i love sunday mornings like this  mum just made scrambled eggs on toast,Positive
56a15cf6ca,"hate working when its sunny,boohoo",negative,noon,21-30,Switzerland,8654622.0,39500.0,219.0,hate working when its sunnyboohoo,Negative
b99969c2fb,is online  http://plurk.com/p/stjdg,neutral,night,31-45,Syria,17500658.0,183630.0,95.0,is online  ,Neutral
b0f3142cb4,bundy. in 3 days.!!!! warm weather here i come!,neutral,morning,46-60,Tajikistan,9537645.0,139960.0,68.0,bundy in  days warm weather here i come,Positive
5ff525b74b,wondering if i cld make things any worse than they already are... answer.. just did!!!,negative,noon,60-70,Tanzania,59734218.0,885800.0,67.0,wondering if i cld make things any worse than they already are answer just did,Negative
4fd80e66e0,a dutch marketing agency is asking job applicants to apply in 140 characters or less  http://www.energize.nl/twillicitatie/,neutral,night,70-100,Thailand,69799978.0,510890.0,137.0,a dutch marketing agency is asking job applicants to apply in  characters or less  ,Negative
e77a8f8f2d,twitter has spoiled all the fun. frustratingly slow!!  couldnt even bid properly!,negative,morning,0-20,Timor-Leste,1318445.0,14870.0,89.0,twitter has spoiled all the fun frustratingly slow  couldnt even bid properly,Negative
4ea7102112,_chick haha. i completely agree,positive,noon,21-30,Togo,8278724.0,54390.0,152.0,chick haha i completely agree,Positive
6a14956779,"if we don`t pack, she can`t leave, right?",neutral,night,31-45,Tonga,105695.0,720.0,147.0,if we dont pack she cant leave right,Positive
7c2fcb712e, ****  lol....where u headed to?,neutral,morning,46-60,Trinidad and Tobago,1399488.0,5130.0,273.0,   lolwhere u headed to,Neutral
cdd172d6a7,going to bed after a great night with a friend  glad to know she has the same feelings about classes as someone else,positive,noon,60-70,Tunisia,11818619.0,155360.0,76.0,going to bed after a great night with a friend  glad to know she has the same feelings about classes as someone else,Positive
d2a21b3cb7," many! mine included. ahem. shld have known better back then, wldn`t have missed so many opportunities haha",negative,night,70-100,Turkey,84339067.0,770000.0,110.0, many mine included ahem shld have known better back then wldnt have missed so many opportunities haha,Positive
799e17e7a7,it`s nice to leave the office when the sun is still up,positive,morning,0-20,Turkmenistan,6031200.0,469930.0,13.0,its nice to leave the office when the sun is still up,Positive
0a49cdbdf6,i will miss the soccer moms,negative,noon,21-30,Tuvalu,11792.0,30.0,393.0,i will miss the soccer moms,Neutral
4a13c1093d," between the garlic pills, the spider bite between your toe (lol-classic) and you always being hungry. u are killing me 2 funny",neutral,night,31-45,Uganda,45741007.0,199810.0,229.0, between the garlic pills the spider bite between your toe lolclassic and you always being hungry u are killing me  funny,Positive
9407ce6ccc, *sighs* ah well.  maybe my second email will clear it up and get him approved.,neutral,morning,46-60,Ukraine,43733762.0,579320.0,75.0, sighs ah well  maybe my second email will clear it up and get him approved,Positive
820f19ca44,"  missed all your tweets again joe, **** that time difference!!! (uk) dont 4get about your fave supporters in the uk!!!  ****",neutral,noon,60-70,United Arab Emirates,9890402.0,83600.0,118.0,  missed all your tweets again joe  that time difference uk dont get about your fave supporters in the uk  ,Neutral
683bb73c09, --that came to my mind. so i said it. and it has now been adapted into my family`s vocabulary,neutral,night,70-100,United Kingdom,67886011.0,241930.0,281.0, that came to my mind so i said it and it has now been adapted into my familys vocabulary,Neutral
0d14593b11,looking forward to body works today,neutral,morning,0-20,United States of America,331002651.0,9147420.0,36.0,looking forward to body works today,Neutral
9ac13b3739,just watched yes man. bahaha. that movie is messed up,negative,noon,21-30,Uruguay,3473730.0,175020.0,20.0,just watched yes man bahaha that movie is messed up,Neutral
16ee71e6df, sadly i think i know exactly were you put it--in the expired drawer   those things have a life span of less than two years,negative,night,31-45,Uzbekistan,33469203.0,425400.0,79.0, sadly i think i know exactly were you put itin the expired drawer   those things have a life span of less than two years,Negative
f5d47f04f5," too much? no, not unless one of the pillows ends up suffocating the one sleeping next to you.",negative,morning,46-60,Vanuatu,307145.0,12200.0,25.0, too much no not unless one of the pillows ends up suffocating the one sleeping next to you,Negative
e131c496a2,meeting my best friend first thing in the morning to the gym! omg i am still so shocked. i hope you will get better soon,neutral,noon,60-70,Venezuela,28435940.0,882050.0,32.0,meeting my best friend first thing in the morning to the gym omg i am still so shocked i hope you will get better soon,Positive
bc6d7b4364,wow that was fast...next up soderling or ferrer. gilles simon lost,negative,night,70-100,Vietnam,97338579.0,310070.0,314.0,wow that was fastnext up soderling or ferrer gilles simon lost,Positive
c87be630b5, yup theory is great but the reality is beyond imagination...  i also made the same planning not knowing vs will fail on me,neutral,morning,0-20,Yemen,29825964.0,527970.0,56.0, yup theory is great but the reality is beyond imagination  i also made the same planning not knowing vs will fail on me,Positive
e4ad1684bb, glad to know that the ad display problem was due to a firewall config at yr office. phew!,positive,noon,21-30,Zambia,18383955.0,743390.0,25.0, glad to know that the ad display problem was due to a firewall config at yr office phew,Positive
f7835156a5, woot!,positive,night,31-45,Zimbabwe,14862924.0,386850.0,38.0, woot,Neutral
03bb148b87,"'i don`t like monday, i wish it were sunday, cause that`s my fun day.'  that was my freaking jam when i was little.   i miss it.",neutral,morning,46-60,Afghanistan,38928346.0,652860.0,60.0,i dont like monday i wish it were sunday cause thats my fun day  that was my freaking jam when i was little   i miss it,Positive
b47c430fda, ???    ?????? - http://bit.ly/nack2,neutral,noon,60-70,Albania,2877797.0,27400.0,105.0,       ,Neutral
0234e16010,"waiting for the last movie to finish then am test screening ghost of girlfriends past, glass of wine and lolly bag in hand, yay!",neutral,night,70-100,Algeria,43851044.0,2381740.0,18.0,waiting for the last movie to finish then am test screening ghost of girlfriends past glass of wine and lolly bag in hand yay,Negative
be9ed19513,happy #starwarsday. may the 4th be with you!  from everyone _paintball,positive,morning,0-20,Andorra,77265.0,470.0,164.0,happy starwarsday may the th be with you  from everyone paintball,Positive
bf7240df91,must head back to the office,neutral,noon,21-30,Angola,32866272.0,1246700.0,26.0,must head back to the office,Neutral
2f883c6eb1,st joe is dirty.,negative,night,31-45,Antigua and Barbuda,97929.0,440.0,223.0,st joe is dirty,Negative
a1320a5050,http://twitpic.com/4w67k - camping at black butte lake,neutral,morning,46-60,Argentina,45195774.0,2736690.0,17.0,  camping at black butte lake,Negative
d72a60bee8," are you getting my messages or do you have to add me to recieve them, soz i`m new to this",neutral,noon,60-70,Armenia,2963243.0,28470.0,104.0, are you getting my messages or do you have to add me to recieve them soz im new to this,Positive
bc9ebe0002,i hate my life,negative,night,70-100,Australia,25499884.0,7682300.0,3.0,i hate my life,Negative
64ddc1f8a2,sick to my stomach.. and i have a headache.. i wish someone could come rub my temples.,negative,morning,0-20,Austria,9006398.0,82400.0,109.0,sick to my stomach and i have a headache i wish someone could come rub my temples,Negative
03f6b8d900, ****! natalya! you gotta tell me whats going on!!! i`d call you but i lost all my phone numbers when i broke my blackberry,negative,noon,21-30,Azerbaijan,10139177.0,82658.0,123.0,  natalya you gotta tell me whats going on id call you but i lost all my phone numbers when i broke my blackberry,Neutral
2d475b1b23,just thought about how unfair 3 ppl have been 2 me n got depressed again  haters!!!,negative,night,31-45,Bahamas,393244.0,10010.0,39.0,just thought about how unfair  ppl have been  me n got depressed again  haters,Negative
87473f5175,crying real tears,negative,morning,46-60,Bahrain,1701575.0,760.0,2239.0,crying real tears,Neutral
7a09871d21,_brown been holding onto this one for a while  http://twitpic.com/4w5eh,neutral,noon,60-70,Bangladesh,164689383.0,130170.0,1265.0,brown been holding onto this one for a while  ,Neutral
96ec2855e4, panchito`s burfday party tonight... wish you were here kiddo!,positive,night,70-100,Barbados,287375.0,430.0,668.0, panchitos burfday party tonight wish you were here kiddo,Neutral
45cf9ba329,back from town and my mac crashed on me  but it`s better now,neutral,morning,0-20,Belarus,9449323.0,202910.0,47.0,back from town and my mac crashed on me  but its better now,Positive
bab68144cd,archie andrews what were you thinking?! veronica?,neutral,noon,21-30,Belgium,11589623.0,30280.0,383.0,archie andrews what were you thinking veronica,Neutral
fc49e426f5,the best things in life are free  x,positive,night,31-45,Belize,397628.0,22810.0,17.0,the best things in life are free  x,Positive
a172818c9e,misses my mom today. she was my best friend and even though she has been gone several yrs i still miss her dearly. happy mother`s day,positive,morning,46-60,Benin,12123200.0,112760.0,108.0,misses my mom today she was my best friend and even though she has been gone several yrs i still miss her dearly happy mothers day,Positive
036191bb61,i am watching blood + on veoh episode 19 love the music.wishing i could watch the live action but not old enough,negative,noon,60-70,Bhutan,771608.0,38100.0,20.0,i am watching blood  on veoh episode  love the musicwishing i could watch the live action but not old enough,Positive
3ef85c201c, that is a bummer,negative,night,70-100,Bolivia,11673021.0,1083300.0,11.0, that is a bummer,Neutral
ea348ea738, he is the truth! but what about maxwell? you can`t forget the future father of my children!,neutral,morning,0-20,Bosnia and Herzegovina,3280819.0,51000.0,64.0, he is the truth but what about maxwell you cant forget the future father of my children,Neutral
fd10f463c9,http://twitpic.com/665jw the racoons ate our bread!,negative,noon,21-30,Botswana,2351627.0,566730.0,4.0, the racoons ate our bread,Neutral
e6e02e1be6,be sure to let the moms you know how fabulous you think they are!!   almost mother`s day.,positive,night,31-45,Brazil,212559417.0,8358140.0,25.0,be sure to let the moms you know how fabulous you think they are   almost mothers day,Positive
8112c62d00,"_in_a_story glad i`m not the only one. he`s our baby, and i`m terrified he`ll think we`re never coming back.",neutral,morning,46-60,Brunei,437479.0,5270.0,83.0,inastory glad im not the only one hes our baby and im terrified hell think were never coming back,Positive
0f89951346,no launch today. teacher changed plans and we watched a stupid move about tesla,negative,noon,60-70,Bulgaria,6948445.0,108560.0,64.0,no launch today teacher changed plans and we watched a stupid move about tesla,Negative
